SYMBOL,STOCK_STATUS,NEWS_STATUS,BUY_PRICE,SELL_PRICE
ATFL,STRONG_STOCK,NO_NEWS,530.4,540.9
ATULAUTO,STRONG_STOCK,NO_NEWS,411.18,415.52
AUSTRAL,STRONG_STOCK,NO_NEWS,0.28,0.32
AVANTIFEED,STRONG_STOCK,NO_NEWS,630.25,662.55
AVTNPL,STRONG_STOCK,NO_NEWS,36.53,37.27
AXISBANK,STRONG_STOCK,NEWS,521.32,529.28
AXISCADES,STRONG_STOCK,NO_NEWS,164,165.5
AYMSYNTEX,STRONG_STOCK,NO_NEWS,80.38,81.92
BAFNAPHARM,STRONG_STOCK,NO_NEWS,30.82,31.28
BAGFILMS,STRONG_STOCK,NO_NEWS,4.28,4.52
BAJAJFINSV,STRONG_STOCK,NEWS,3695.02,3805.38
BAJAJHLDNG,STRONG_STOCK,NO_NEWS,2012.63,2049.27
BALAMINES,STRONG_STOCK,NO_NEWS,331.53,337.37
BALKRISIND,STRONG_STOCK,NO_NEWS,1147.78,1197.12
BALRAMCHIN,STRONG_STOCK,NO_NEWS,149.02,152.08
BANARISUG,STRONG_STOCK,NO_NEWS,2064.63,2077.97
BANCOINDIA,STRONG_STOCK,NO_NEWS,201.12,203.78
BANG,STRONG_STOCK,NO_NEWS,46.9,48.4
BANKBARODA,STRONG_STOCK,NEWS,166.77,168.63
BASML,STRONG_STOCK,NO_NEWS,278.12,281.08
BBL,STRONG_STOCK,NO_NEWS,844.7,858
BBTC,STRONG_STOCK,NO_NEWS,641.98,666.52
BEML,STRONG_STOCK,NO_NEWS,1280.28,1313.32
BERGEPAINT,STRONG_STOCK,NO_NEWS,226.52,230.38
BFINVEST,STRONG_STOCK,NO_NEWS,157.28,163.02
BHARATFORG,STRONG_STOCK,NO_NEWS,1054.13,1075.47
BHARATIDIL,STRONG_STOCK,NO_NEWS,14.23,14.57
BHARATRAS,STRONG_STOCK,NO_NEWS,2319.1,2399.1
BHARTIARTL,STRONG_STOCK,NO_NEWS,348.57,373.43
BILENERGY,STRONG_STOCK,NO_NEWS,0.7,0.7
BIOCON,STRONG_STOCK,NEWS,1105.42,1117.38
BIRLACORPN,STRONG_STOCK,NO_NEWS,688.8,696.8
BLBLIMITED,STRONG_STOCK,NO_NEWS,5.57,5.93
BLISSGVS,STRONG_STOCK,NO_NEWS,151.87,154.03
BLKASHYAP,STRONG_STOCK,NO_NEWS,22.72,23.38
BLUEBLENDS,STRONG_STOCK,NO_NEWS,49.13,51.37
BPCL,STRONG_STOCK,NEWS,709.3,719.3
BPL,STRONG_STOCK,NO_NEWS,61.77,63.43
BRIGADE,STRONG_STOCK,NO_NEWS,164.07,171.13
BSELINFRA,STRONG_STOCK,NO_NEWS,4.03,4.17
BSLGOLDETF,STRONG_STOCK,NO_NEWS,2778,2788
BUTTERFLY,STRONG_STOCK,NO_NEWS,167.32,168.58
CAMLINFINE,STRONG_STOCK,NO_NEWS,93.77,95.73
CANDC,STRONG_STOCK,NO_NEWS,23.32,25.08
CARERATING,STRONG_STOCK,NEWS,1359.95,1381.95
CASTEXTECH,STRONG_STOCK,NEWS,8.48,8.82
CCL,STRONG_STOCK,NO_NEWS,324.88,330.02
CEATLTD,STRONG_STOCK,NO_NEWS,1117,1145.5
CELESTIAL,STRONG_STOCK,NO_NEWS,22.62,23.28
CENTRALBK,STRONG_STOCK,NO_NEWS,84.35,85.55
CENTURYTEX,STRONG_STOCK,NO_NEWS,914.73,937.27
CERA,STRONG_STOCK,NO_NEWS,2476.42,2515.68
CGCL,STRONG_STOCK,NO_NEWS,51.03,53.07
CHEMFALKAL,STRONG_STOCK,NO_NEWS,280.48,283.92
CHROMATIC,STRONG_STOCK,NO_NEWS,2.97,3.13
CIPLA,STRONG_STOCK,NEWS,586.53,591.97
COFFEEDAY,STRONG_STOCK,NEWS,228.53,233.37
COMPUSOFT,STRONG_STOCK,NO_NEWS,13.02,13.38
CONSOFINVT,STRONG_STOCK,NO_NEWS,52.78,54.52
COSMOFILMS,STRONG_STOCK,NO_NEWS,356.88,360.62
COUNCODOS,STRONG_STOCK,NO_NEWS,3.8,3.9
COX&KINGS,STRONG_STOCK,NEWS,188.83,190.17
CREATIVEYE,STRONG_STOCK,NO_NEWS,4.05,4.05
CRISIL,STRONG_STOCK,NO_NEWS,2025.27,2038.43
CROMPGREAV,STRONG_STOCK,NO_NEWS,66.27,67.23
CYBERMEDIA,STRONG_STOCK,NEWS,8.6,8.6
DAAWAT,STRONG_STOCK,NO_NEWS,52.12,54.38
DCBBANK,STRONG_STOCK,NEWS,146.53,153.37
DCMSHRIRAM,STRONG_STOCK,NO_NEWS,284.25,288.35
DCW,STRONG_STOCK,NEWS,31.92,32.58
DECCANCE,STRONG_STOCK,NO_NEWS,1042.83,1058.17
DEN,STRONG_STOCK,NO_NEWS,77.35,81.95
DHANBANK,STRONG_STOCK,NEWS,26.08,26.62
DHANUKA,STRONG_STOCK,NO_NEWS,759.48,777.42
DHFL,STRONG_STOCK,NEWS,313.28,321.62
DHUNINV,STRONG_STOCK,NO_NEWS,166.92,169.28
DICIND,STRONG_STOCK,NO_NEWS,465.8,471.1
DLF,STRONG_STOCK,NO_NEWS,144.57,147.53
DONEAR,STRONG_STOCK,NO_NEWS,67.02,69.98
DYNAMATECH,STRONG_STOCK,NO_NEWS,2907.98,2931.32
EASTSILK,STRONG_STOCK,NO_NEWS,2.72,2.78
EASUNREYRL,STRONG_STOCK,NO_NEWS,24.62,25.28
ECEIND,STRONG_STOCK,NO_NEWS,228.25,238.25
EDELWEISS,STRONG_STOCK,NO_NEWS,125.6,130.6
EDUCOMP,STRONG_STOCK,NO_NEWS,10.98,11.12
EIHAHOTELS,STRONG_STOCK,NO_NEWS,309.12,326.28
EIHOTEL,STRONG_STOCK,NO_NEWS,101.47,103.03
EMAMIINFRA,STRONG_STOCK,NO_NEWS,62.55,63.85
EMAMILTD,STRONG_STOCK,NO_NEWS,1069.63,1082.07
EMKAY,STRONG_STOCK,NO_NEWS,62.45,64.85
ENIL,STRONG_STOCK,NO_NEWS,767.28,778.62
ESABINDIA,STRONG_STOCK,NO_NEWS,578.08,589.92
ESSELPACK,STRONG_STOCK,NO_NEWS,225.97,230.23
EUROCERA,STRONG_STOCK,NO_NEWS,5.85,6.15
EUROMULTI,STRONG_STOCK,NO_NEWS,1.9,1.9
EVERESTIND,STRONG_STOCK,NO_NEWS,186.9,189.3
EXCEL,STRONG_STOCK,NO_NEWS,39.05,40.25
EXCELCROP,STRONG_STOCK,NO_NEWS,1712,1758
EXCELINDUS,STRONG_STOCK,NEWS,361.22,365.48
FAGBEARING,STRONG_STOCK,NO_NEWS,4074.93,4136.87
FARMAXIND,STRONG_STOCK,NO_NEWS,0.08,0.12
FDC,STRONG_STOCK,NO_NEWS,210.47,212.93
FINCABLES,STRONG_STOCK,NO_NEWS,438.57,443.53
FORTIS,STRONG_STOCK,NEWS,185.45,192.15
FOSECOIND,STRONG_STOCK,NO_NEWS,1319.9,1345.2
GALLISPAT,STRONG_STOCK,NO_NEWS,484.43,485.77
GAMMNINFRA,STRONG_STOCK,NEWS,3.9,4
GANDHITUBE,STRONG_STOCK,NO_NEWS,319.23,336.77
GARDENSILK,STRONG_STOCK,NO_NEWS,29.72,31.18
GARWALLROP,STRONG_STOCK,NO_NEWS,637.85,656.45
GDL,STRONG_STOCK,NEWS,249,252.5
GEECEE,STRONG_STOCK,NO_NEWS,127.5,130
GEMINI,STRONG_STOCK,NO_NEWS,1.77,1.83
GEOMETRIC,STRONG_STOCK,NO_NEWS,255.15,259.35
GICHSGFIN,STRONG_STOCK,NO_NEWS,312.17,318.23
GILLANDERS,STRONG_STOCK,NO_NEWS,62.48,63.12
GILLETTE,STRONG_STOCK,NO_NEWS,4079.92,4113.18
GINNIFILA,STRONG_STOCK,NEWS,26.98,27.82
GITANJALI,STRONG_STOCK,NO_NEWS,64.87,65.63
GKWLIMITED,STRONG_STOCK,NO_NEWS,417.42,430.58
GMDCLTD,STRONG_STOCK,NO_NEWS,114.8,117.1
GOACARBON,STRONG_STOCK,NO_NEWS,102.75,105.35
GOCLCORP,STRONG_STOCK,NO_NEWS,332.28,344.32
GODFRYPHLP,STRONG_STOCK,NO_NEWS,1026.68,1037.82
GODREJPROP,STRONG_STOCK,NEWS,363.18,370.52
GOKEX,STRONG_STOCK,NO_NEWS,58.73,60.67
GOLDENTOBC,STRONG_STOCK,NO_NEWS,67.38,69.42
GOLDIAM,STRONG_STOCK,NO_NEWS,71,72.7
GPIL,STRONG_STOCK,NO_NEWS,94.37,96.93
GRANULES,STRONG_STOCK,NO_NEWS,126.52,130.58
GRAPHITE,STRONG_STOCK,NO_NEWS,100.22,102.68
GREAVESCOT,STRONG_STOCK,NO_NEWS,155.07,158.93
GREENFIRE,STRONG_STOCK,NO_NEWS,1.42,1.48
GRUH,STRONG_STOCK,NEWS,363.87,372.83
GSCLCEMENT,STRONG_STOCK,NO_NEWS,26.22,26.88
GSKCONS,STRONG_STOCK,NO_NEWS,5055.35,5139.05
GTL,STRONG_STOCK,NO_NEWS,16.27,17.83
GTLINFRA,STRONG_STOCK,NO_NEWS,3.95,4.55
GTNIND,STRONG_STOCK,NO_NEWS,15.93,16.27
GTNTEX,STRONG_STOCK,NO_NEWS,14.07,14.73
GULFOILLUB,STRONG_STOCK,NEWS,703.42,730.08
GULPOLY,STRONG_STOCK,NO_NEWS,74.88,78.52
HARITASEAT,STRONG_STOCK,NO_NEWS,698.12,707.38
HCG,STRONG_STOCK,NO_NEWS,236.43,239.37
HCLTECH,STRONG_STOCK,NEWS,828.87,839.53
HDFCNIFETF,STRONG_STOCK,NO_NEWS,900.97,903.43
HDIL,STRONG_STOCK,NO_NEWS,65,66.6
HEG,STRONG_STOCK,NO_NEWS,189.85,193.45
HEROMOTOCO,STRONG_STOCK,NO_NEWS,3149,3183.4
HESTERBIO,STRONG_STOCK,NO_NEWS,764.52,768.98
HEXAWARE,STRONG_STOCK,NO_NEWS,218.13,220.57
HFCL,STRONG_STOCK,NO_NEWS,13.48,13.92
HGS,STRONG_STOCK,NEWS,600.63,609.97
HIL,STRONG_STOCK,NO_NEWS,630.93,639.17
HILTON,STRONG_STOCK,NO_NEWS,17.72,18.38
HINDALCO,STRONG_STOCK,NEWS,178.65,181.45
HINDCOMPOS,STRONG_STOCK,NO_NEWS,1502.03,1555.47
HINDMOTORS,STRONG_STOCK,NEWS,10.77,11.23
HINDPETRO,STRONG_STOCK,NO_NEWS,547.3,560.3
HINDUJAVEN,STRONG_STOCK,NO_NEWS,504.18,512.22
HITECHGEAR,STRONG_STOCK,NO_NEWS,296.97,304.13
HMVL,STRONG_STOCK,NO_NEWS,267.15,270.95
HNGSNGBEES,STRONG_STOCK,NO_NEWS,2288.33,2311.67
HONAUT,STRONG_STOCK,NO_NEWS,9927.67,9983.53
HONDAPOWER,STRONG_STOCK,NO_NEWS,1365.8,1383.9
HOVS,STRONG_STOCK,NEWS,180.17,187.93
HSIL,STRONG_STOCK,NO_NEWS,303.12,307.78
HUBTOWN,STRONG_STOCK,NO_NEWS,92.27,93.53
IBREALEST,STRONG_STOCK,NO_NEWS,76.08,77.22
IBVENTURES,STRONG_STOCK,NO_NEWS,35.72,38.18
IBWSL,STRONG_STOCK,NEWS,23.02,25.18
ICRA,STRONG_STOCK,NO_NEWS,4101.72,4154.38
ICSA,STRONG_STOCK,NO_NEWS,3.08,3.12
IDBIGOLD,STRONG_STOCK,NO_NEWS,2652.18,2687.52
IDEA,STRONG_STOCK,NEWS,110.17,115.03
IFCI,STRONG_STOCK,NEWS,29.07,29.63
IFGLREFRAC,STRONG_STOCK,NO_NEWS,207.58,212.92
IGARASHI,STRONG_STOCK,NO_NEWS,743.98,766.42
IGPL,STRONG_STOCK,NO_NEWS,313.35,320.05
IITL,STRONG_STOCK,NO_NEWS,72.37,75.63
IMPAL,STRONG_STOCK,NO_NEWS,771.12,788.28
INDBANK,STRONG_STOCK,NO_NEWS,13.17,13.53
INDIANB,STRONG_STOCK,NEWS,287.4,290.8
INDIANHUME,STRONG_STOCK,NO_NEWS,402.87,409.33
INDLMETER,STRONG_STOCK,NO_NEWS,90.72,92.68
INDNIPPON,STRONG_STOCK,NO_NEWS,539.18,551.82
INDOCO,STRONG_STOCK,NO_NEWS,268.12,271.48
INDOSOLAR,STRONG_STOCK,NO_NEWS,7.32,7.48
INDOTECH,STRONG_STOCK,NO_NEWS,209.7,212.7
INDSWFTLTD,STRONG_STOCK,NO_NEWS,5.62,5.78
INDTERRAIN,STRONG_STOCK,NO_NEWS,164.63,169.17
INDUSINDBK,STRONG_STOCK,NO_NEWS,1320.23,1332.87
INFINITE,STRONG_STOCK,NO_NEWS,244.03,248.27
INFRABEES,STRONG_STOCK,NO_NEWS,302.6,305.6
INFY,STRONG_STOCK,NEWS,981.27,999.03
INFY,STRONG_STOCK,NEWS,981.27,999.03
INGERRAND,STRONG_STOCK,NO_NEWS,697.03,706.97
INOXLEISUR,STRONG_STOCK,NEWS,235.92,239.78
INSECTICID,STRONG_STOCK,NO_NEWS,564.43,576.67
INTELLECT,STRONG_STOCK,NEWS,110.82,114.38
IOB,STRONG_STOCK,NEWS,26.73,27.07
ITC,STRONG_STOCK,NEWS,261.25,265.65
ITDCEM,STRONG_STOCK,NEWS,146.47,153.53
IVRCLINFRA,STRONG_STOCK,NO_NEWS,5.43,5.57
J&KBANK,STRONG_STOCK,NO_NEWS,73.28,76.62
JAGSNPHARM,STRONG_STOCK,NO_NEWS,38.87,39.63
JAIBALAJI,STRONG_STOCK,NO_NEWS,12.72,12.98
JAMNAAUTO,STRONG_STOCK,NO_NEWS,192.52,207.48
JAYBARMARU,STRONG_STOCK,NO_NEWS,339.82,357.08
JAYNECOIND,STRONG_STOCK,NO_NEWS,8.08,8.32
JAYSREETEA,STRONG_STOCK,NO_NEWS,110.5,111.7
JBCHEPHARM,STRONG_STOCK,NO_NEWS,329.78,331.92
JBMA,STRONG_STOCK,NO_NEWS,264.85,270.55
JENSONICOL,STRONG_STOCK,NO_NEWS,7.7,8.6
JINDALPOLY,STRONG_STOCK,NO_NEWS,319.67,324.33
JINDALSTEL,STRONG_STOCK,NEWS,106.62,113.88
JINDCOT,STRONG_STOCK,NO_NEWS,15.25,15.95
JINDWORLD,STRONG_STOCK,NO_NEWS,257.45,271.15
JISLDVREQS,STRONG_STOCK,NEWS,59.5,60.5
JKLAKSHMI,STRONG_STOCK,NEWS,391.15,395.65
JKPAPER,STRONG_STOCK,NO_NEWS,90.85,91.05
JKTYRE,STRONG_STOCK,NO_NEWS,118.23,120.57
JPASSOCIAT,STRONG_STOCK,NEWS,13.53,14.27
JPINFRATEC,STRONG_STOCK,NO_NEWS,9.92,10.28
JPPOWER,STRONG_STOCK,NEWS,5.57,5.93
JSLHISAR,STRONG_STOCK,NEWS,105.87,107.53
JSWSTEEL,STRONG_STOCK,NEWS,183.85,186.15
JSWSTEEL,STRONG_STOCK,NEWS,183.85,186.15
JUSTDIAL,STRONG_STOCK,NEWS,524.25,535.95
JVLAGRO,STRONG_STOCK,NO_NEWS,20.57,20.83
JYOTHYLAB,STRONG_STOCK,NEWS,344.27,362.23
JYOTISTRUC,STRONG_STOCK,NO_NEWS,8.87,9.23
KALPATPOWR,STRONG_STOCK,NEWS,280.57,285.83
KANANIIND,STRONG_STOCK,NO_NEWS,13.78,14.32
KANSAINER,STRONG_STOCK,NO_NEWS,360.07,367.93
KARURVYSYA,STRONG_STOCK,NO_NEWS,95.05,97.95
KAUSHALYA,STRONG_STOCK,NO_NEWS,4.72,4.78
KCPSUGIND,STRONG_STOCK,NO_NEWS,38.75,39.95
KDDL,STRONG_STOCK,NO_NEWS,184.55,187.05
KELLTONTEC,STRONG_STOCK,NO_NEWS,139,144
KESARENT,STRONG_STOCK,NO_NEWS,52.42,57.28
KIRIINDUS,STRONG_STOCK,NO_NEWS,299.55,305.15
KIRLOSENG,STRONG_STOCK,NEWS,347.28,351.92
KMSUGAR,STRONG_STOCK,NO_NEWS,28.3,29.2
KOKUYOCMLN,STRONG_STOCK,NO_NEWS,80.92,82.48
KOTAKBANK,STRONG_STOCK,NEWS,788.55,803.15
KOTAKNV20,STRONG_STOCK,NO_NEWS,38.37,38.63
KOTHARIPET,STRONG_STOCK,NO_NEWS,22.25,22.45
KPIT,STRONG_STOCK,NO_NEWS,131.03,135.87
KPRMILL,STRONG_STOCK,NO_NEWS,572.47,578.43
KRBL,STRONG_STOCK,NEWS,367.5,372.5
KRIDHANINF,STRONG_STOCK,NO_NEWS,53.6,55
KSBPUMPS,STRONG_STOCK,NO_NEWS,618.93,629.27
KTKBANK,STRONG_STOCK,NEWS,126.68,128.72
KWALITY,STRONG_STOCK,NO_NEWS,145.27,147.53
LAKPRE,STRONG_STOCK,NEWS,37.65,38.55
LAKSHVILAS,STRONG_STOCK,NEWS,151.75,155.95
LAOPALA,STRONG_STOCK,NEWS,474.07,482.33
LICHSGFIN,STRONG_STOCK,NO_NEWS,557.25,561.75
LICNETFGSC,STRONG_STOCK,NO_NEWS,16.8,16.8
LINCOLN,STRONG_STOCK,NO_NEWS,190.9,194.1
LINDEINDIA,STRONG_STOCK,NO_NEWS,368.83,373.57
LIQUIDBEES,STRONG_STOCK,NO_NEWS,999.95,1000.03
LT,STRONG_STOCK,NO_NEWS,1464.35,1489.55
LUMAXIND,STRONG_STOCK,NO_NEWS,1184.02,1221.78
LUMAXTECH,STRONG_STOCK,NO_NEWS,426.27,434.53
LYCOS,STRONG_STOCK,NO_NEWS,7.18,7.42
M100,STRONG_STOCK,NO_NEWS,16.81,17.07
M50,STRONG_STOCK,NO_NEWS,84.42,85.58
MAHLIFE,STRONG_STOCK,NEWS,345,347
MAHSEAMLES,STRONG_STOCK,NEWS,303.3,320.8
MAJESCO,STRONG_STOCK,NO_NEWS,343.82,351.08
MANAKSIA,STRONG_STOCK,NO_NEWS,66.17,69.73
MANALIPETC,STRONG_STOCK,NO_NEWS,34.57,34.83
MANGLMCEM,STRONG_STOCK,NO_NEWS,287.2,297.1
MANINFRA,STRONG_STOCK,NEWS,38.47,40.03
MANUGRAPH,STRONG_STOCK,NO_NEWS,46.43,51.07
MARKSANS,STRONG_STOCK,NEWS,46.73,49.37
MAWANASUG,STRONG_STOCK,NO_NEWS,75.95,78.25
MCLEODRUSS,STRONG_STOCK,NO_NEWS,161.18,168.32
MCX,STRONG_STOCK,NO_NEWS,1115.38,1130.52
METALFORGE,STRONG_STOCK,NEWS,60.98,63.42
MFSL,STRONG_STOCK,NO_NEWS,568.55,576.65
MIC,STRONG_STOCK,NO_NEWS,13.63,14.67
MINDACORP,STRONG_STOCK,NO_NEWS,93.13,93.77
MINDAIND,STRONG_STOCK,NEWS,389.55,398.55
MINDTREE,STRONG_STOCK,NEWS,465.62,470.78
MIRCELECTR,STRONG_STOCK,NO_NEWS,12.73,13.17
MIRZAINT,STRONG_STOCK,NO_NEWS,89.98,92.82
MMFL,STRONG_STOCK,NO_NEWS,459.35,467.55
MOIL,STRONG_STOCK,NO_NEWS,356.72,359.48
MOLDTKPAC,STRONG_STOCK,NO_NEWS,214.07,216.73
MOTILALOFS,STRONG_STOCK,NEWS,638.17,647.43
MPHASIS,STRONG_STOCK,NO_NEWS,577.28,584.12
MPSLTD,STRONG_STOCK,NO_NEWS,677.13,681.17
MRF,STRONG_STOCK,NEWS,49106.1,50429.6
MRPL,STRONG_STOCK,NO_NEWS,105.62,106.88
MTNL,STRONG_STOCK,NO_NEWS,21.53,22.57
MUTHOOTFIN,STRONG_STOCK,NO_NEWS,345.23,355.57
NAGAROIL,STRONG_STOCK,NO_NEWS,4.42,4.78
NAHARCAP,STRONG_STOCK,NO_NEWS,101.73,102.67
NAHARSPING,STRONG_STOCK,NO_NEWS,129.72,132.08
NAKODA,STRONG_STOCK,NO_NEWS,0.38,0.42
NATCOPHARM,STRONG_STOCK,NO_NEWS,758.97,791.63
NATIONALUM,STRONG_STOCK,NEWS,63.97,65.43
NAUKRI,STRONG_STOCK,NEWS,831.68,846.92
NAVNETEDUL,STRONG_STOCK,NO_NEWS,140.88,144.12
NCLIND,STRONG_STOCK,NEWS,151.92,157.98
NDL,STRONG_STOCK,NO_NEWS,117.6,118.6
NELCO,STRONG_STOCK,NO_NEWS,79.43,81.27
NET4,STRONG_STOCK,NO_NEWS,1.5,1.5
NEULANDLAB,STRONG_STOCK,NEWS,898.52,908.38
NEXTMEDIA,STRONG_STOCK,NEWS,22.72,24.28
NIFTYBEES,STRONG_STOCK,NO_NEWS,907.71,911.41
NIITLTD,STRONG_STOCK,NO_NEWS,76.92,78.08
NIITTECH,STRONG_STOCK,NO_NEWS,414.97,420.43
NILAINFRA,STRONG_STOCK,NO_NEWS,16.17,16.93
NILKAMAL,STRONG_STOCK,NO_NEWS,1705.43,1808.37
NIPPOBATRY,STRONG_STOCK,NO_NEWS,908.9,923
NITESHEST,STRONG_STOCK,NEWS,7.7,8
NOCIL,STRONG_STOCK,NO_NEWS,81.95,83.05
NSIL,STRONG_STOCK,NO_NEWS,768.95,802.95
NUTEK,STRONG_STOCK,NO_NEWS,0.67,0.73
OCCL,STRONG_STOCK,NO_NEWS,846.38,867.72
OCL,STRONG_STOCK,NO_NEWS,881.28,907.02
OFSS,STRONG_STOCK,NO_NEWS,3584.3,3698.6
OIL,STRONG_STOCK,NO_NEWS,324.73,328.27
OMAXE,STRONG_STOCK,NO_NEWS,167.13,168.07
OMMETALS,STRONG_STOCK,NO_NEWS,42.3,43.2
ONGC,STRONG_STOCK,NEWS,194.52,196.68
ONMOBILE,STRONG_STOCK,NO_NEWS,82.57,83.83
OPTOCIRCUI,STRONG_STOCK,NO_NEWS,9.8,9.9
ORICONENT,STRONG_STOCK,NO_NEWS,52.13,53.07
ORIENTALTL,STRONG_STOCK,NO_NEWS,10,10
ORIENTBANK,STRONG_STOCK,NEWS,123.62,124.98
ORIENTCEM,STRONG_STOCK,NO_NEWS,143.65,147.65
ORIENTREF,STRONG_STOCK,NO_NEWS,134.92,137.68
ORTEL,STRONG_STOCK,NO_NEWS,112.55,115.55
OUDHSUG,STRONG_STOCK,NO_NEWS,139.33,142.97
PAEL,STRONG_STOCK,NO_NEWS,12.92,13.98
PAGEIND,STRONG_STOCK,NO_NEWS,13753.38,13957.82
PANACEABIO,STRONG_STOCK,NO_NEWS,151.12,155.78
PANAMAPET,STRONG_STOCK,NO_NEWS,114.73,123.77
PARRYSUGAR,STRONG_STOCK,NO_NEWS,60.63,61.47
PARSVNATH,STRONG_STOCK,NEWS,13.28,13.42
PCJEWELLER,STRONG_STOCK,NO_NEWS,373.12,379.38
PDSMFL,STRONG_STOCK,NEWS,145.63,148.97
PDUMJEIND,STRONG_STOCK,NO_NEWS,10.83,11.07
PDUMJEPULP,STRONG_STOCK,NO_NEWS,20.05,20.65
PEARLPOLY,STRONG_STOCK,NO_NEWS,30.85,33.85
PENIND,STRONG_STOCK,NEWS,41.88,42.32
PENPEBS,STRONG_STOCK,NO_NEWS,115.57,118.53
PETRONET,STRONG_STOCK,NEWS,393.82,400.68
PGHH,STRONG_STOCK,NO_NEWS,7010.77,7063.63
PGIL,STRONG_STOCK,NO_NEWS,144.15,148.15
PIIND,STRONG_STOCK,NO_NEWS,849.85,857.55
PILITA,STRONG_STOCK,NO_NEWS,16.05,16.45
PIONEEREMB,STRONG_STOCK,NO_NEWS,48.67,50.33
PLASTIBLEN,STRONG_STOCK,NO_NEWS,471.72,484.98
PNC,STRONG_STOCK,NO_NEWS,100.22,102.18
PNCINFRA,STRONG_STOCK,NO_NEWS,100.22,102.18
PNEUMATIC,STRONG_STOCK,NO_NEWS,1120.33,1159.67
POCHIRAJU,STRONG_STOCK,NO_NEWS,7.7,7.9
POLARIS,STRONG_STOCK,NO_NEWS,176.78,180.42
POLYPLEX,STRONG_STOCK,NO_NEWS,369.83,374.97
PRAKASHSTL,STRONG_STOCK,NO_NEWS,1.37,1.43
PRECOT,STRONG_STOCK,NO_NEWS,65.45,67.25
PRESTIGE,STRONG_STOCK,NO_NEWS,169.95,171.35
PRIMESECU,STRONG_STOCK,NO_NEWS,26.35,27.55
PRISMCEM,STRONG_STOCK,NO_NEWS,93.8,95.7
PROVOGE,STRONG_STOCK,NO_NEWS,4.27,4.33
PTL,STRONG_STOCK,NO_NEWS,138.7,140.3
QNIFTY,STRONG_STOCK,NO_NEWS,952.2,952.6
RADAAN,STRONG_STOCK,NO_NEWS,1.7,1.7
RAIN,STRONG_STOCK,NO_NEWS,83.72,85.28
RAJOIL,STRONG_STOCK,NO_NEWS,2.03,2.27
RAJTV,STRONG_STOCK,NO_NEWS,60.72,64.18
RAMCOIND,STRONG_STOCK,NO_NEWS,207.73,212.77
RAMCOSYS,STRONG_STOCK,NO_NEWS,356.8,368.1
RANASUG,STRONG_STOCK,NO_NEWS,10.52,10.68
RANEENGINE,STRONG_STOCK,NO_NEWS,580.18,595.52
RCOM,STRONG_STOCK,NEWS,35.08,36.42
RDEL,STRONG_STOCK,NO_NEWS,59.2,59.9
RECLTD,STRONG_STOCK,NO_NEWS,156.8,159.3
RECLTD,STRONG_STOCK,NO_NEWS,156.8,159.3
RECLTD,STRONG_STOCK,NO_NEWS,156.8,159.3
RECLTD,STRONG_STOCK,NO_NEWS,156.8,159.3
